ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Saúde ,Raramente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Lazer / Turismo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Lazer / Turismo,Semanalmente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Serviços ,Raramente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Saúde ,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Semanalmente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Compras (Comércio),3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Noite (18h - 00h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Semanalmente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Outros,Raramente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cidade Operária,Trabalho,Semanalmente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Estudo,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,Semanalmente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Semanalmente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Cohama,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Noite (18h - 00h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Estudo,1 a 2 vezes por semana,Noite (18h - 00h)
São José de Ribamar,São Luís - Zona Industrial,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Tuntum,Trabalho,2 a 3 vezes ao mês,Tarde (12h - 18h)
São José de Ribamar,Viana,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São José de Ribamar,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Rosário,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,Barreirinhas ,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,Coroatá,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Outros,2 a 3 vezes ao mês,Manhã (5h - 12h)
São José de Ribamar,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São José de Ribamar,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,Santa Inês ,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São José de Ribamar ,São José de Ribamar jardim tropical 2,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar ,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís -  Cidade Operária,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bacanga,Morros,Fazer missão nas igrejas ,2 a 3 vezes ao mês,Madrugada (00h - 5h)
São Luís - Bacanga,Nova terra ,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bacanga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bacanga,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bacanga,São Luís - Cohama,Estudo,Diariamente,Noite (18h - 00h)
São Luís - Bancaga,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,Alcântara,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Saúde ,Raramente,Madrugada (00h - 5h)
São Luís - Bancaga,São Luís - Centro,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Bancaga,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São José de Ribamar,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Trabalho,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Raramente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Bancaga,Outros,Raramente,Noite (18h - 00h)
São Luís - Bancaga,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,Paço do Lumiar,Estudo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São José de Ribamar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São José de Ribamar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Bancaga,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Outros,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Bancaga,São Luís - Centro,Outros,Raramente,Tarde (12h - 18h)
